"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0307106255320482,3,8,21.030737704918,"Insulin receptor binding "," http://amigo.geneontology.org/amigo/term/GO:0005158"," grb10b  phip  irs1"
0.018212341678065,4,15,14.9551912568306,"Response to insulin "," http://amigo.geneontology.org/amigo/term/GO:0032868"," grb10b  slc2a12  phip  irs1"
0.018212341678065,4,15,14.9551912568306,"Cellular response to insulin stimulus "," http://amigo.geneontology.org/amigo/term/GO:0032869"," grb10b  slc2a12  phip  irs1"
0.018212341678065,4,16,14.0204918032787,"Response to peptide hormone "," http://amigo.geneontology.org/amigo/term/GO:0043434"," grb10b  slc2a12  phip  irs1"
0.018212341678065,4,16,14.0204918032787,"Cellular response to peptide "," http://amigo.geneontology.org/amigo/term/GO:1901653"," grb10b  slc2a12  phip  irs1"
0.018212341678065,7,59,6.65379272020006,"Transmembrane receptor protein tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004714"," pdgfra  kita  kdr  EFEMP1  EPHB3  nrp2a  ntrk2b"
0.018212341678065,10,119,4.71277035404326,"Protein tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004713"," pdgfra  jak3  kita  abl1  kdr  EFEMP1  EPHB3  nrp2a  fer  ntrk2b"
0.0139937378117334,12,153,4.39858566377371,"Transmembrane receptor protein tyrosine kinase signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007169"," pdgfra  kita  kdr  EFEMP1  gata3  EPHB3  nrp2a  grb10b  fer  phip  ntrk2b  irs1"
0.018212341678065,26,658,2.21937769793148,"Protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004672"," phkg1a  pdgfra  camk2g2  jak3  kita  strada  map3k3  abl1  kdr  MARK1  EFEMP1  hipk3b  eif2ak3  cdk2  EPHB3  nrp2a  ryk  MAPKAPK2  dyrk3  SGK1  fer  rps6kb1a  nek1  camk4  ntrk2b  NEK3"
0.018212341678065,30,813,2.0719938625535,"Kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0016301"," phkg1a  pdgfra  camk2g2  jak3  kita  strada  map3k3  abl1  kdr  MARK1  EFEMP1  hipk3b  eif2ak3  cdk2  EPHB3  ckmt2a  pi4kaa  nrp2a  ip6k2a  ryk  MAPKAPK2  dyrk3  SGK1  fer  rps6kb1a  nek1  camk4  DGKD  ntrk2b  NEK3"
0.0452757155135094,27,749,2.02434908389585,"Phosphotransferase activity, alcohol group as acceptor "," http://amigo.geneontology.org/amigo/term/GO:0016773"," phkg1a  pdgfra  camk2g2  jak3  kita  strada  map3k3  abl1  kdr  MARK1  EFEMP1  hipk3b  eif2ak3  cdk2  EPHB3  nrp2a  ryk  MAPKAPK2  dyrk3  SGK1  fer  rps6kb1a  nek1  camk4  DGKD  ntrk2b  NEK3"
0.0139937378117334,45,1335,1.89466105449712,"Protein modification proc. "," http://amigo.geneontology.org/amigo/term/GO:0036211"," prmt3  alg2  meaf6  ext1b  phkg1a  pdgfra  camk2g2  dusp27  arih1  b3gnt3.4  jak3  kita  si:ch211-203d1.3  pcmtd2a  strada  map3k3  abl1  kdr  MARK1  srd5a3  tmem165  hipk3b  eif2ak3  cdk2  ARPC4-TTLL3  EPHB3  ryk  MAPKAPK2  dyrk3  ing4  SGK1  fer  pja2  rps6kb1a  nek1  PPIF  camk4  ntrk2b  NEK3  ilkap  ptprt  ptpn4b  mgat5  FUT9  pigu"
0.0139937378117334,45,1335,1.89466105449712,"Cellular protein modification proc. "," http://amigo.geneontology.org/amigo/term/GO:0006464"," prmt3  alg2  meaf6  ext1b  phkg1a  pdgfra  camk2g2  dusp27  arih1  b3gnt3.4  jak3  kita  si:ch211-203d1.3  pcmtd2a  strada  map3k3  abl1  kdr  MARK1  srd5a3  tmem165  hipk3b  eif2ak3  cdk2  ARPC4-TTLL3  EPHB3  ryk  MAPKAPK2  dyrk3  ing4  SGK1  fer  pja2  rps6kb1a  nek1  PPIF  camk4  ntrk2b  NEK3  ilkap  ptprt  ptpn4b  mgat5  FUT9  pigu"
0.0139937378117334,47,1422,1.85754225441606,"Macromolecule modification "," http://amigo.geneontology.org/amigo/term/GO:0043412"," prmt3  alg2  meaf6  ext1b  phkg1a  pdgfra  camk2g2  dusp27  arih1  b3gnt3.4  jak3  kita  gtpbp3  si:ch211-203d1.3  pcmtd2a  strada  map3k3  abl1  kdr  MARK1  srd5a3  tmem165  hipk3b  eif2ak3  cdk2  ARPC4-TTLL3  EPHB3  ryk  MAPKAPK2  dyrk3  ing4  SGK1  fer  pja2  rps6kb1a  nek1  PPIF  camk4  ntrk2b  NEK3  ilkap  ptprt  ptpn4b  mgat5  FUT9  pigu  trub1"
0.0236409522587326,51,1714,1.67359878751835,"Cellular protein metabolic proc. "," http://amigo.geneontology.org/amigo/term/GO:0044267"," prmt3  alg2  meaf6  ext1b  phkg1a  pdgfra  camk2g2  psmb4  rps19  dusp27  arih1  rps28  b3gnt3.4  jak3  kita  si:ch211-203d1.3  pcmtd2a  strada  map3k3  abl1  kdr  MARK1  srd5a3  tmem165  hipk3b  eif2ak3  cdk2  ARPC4-TTLL3  EPHB3  ryk  MAPKAPK2  dyrk3  ing4  SGK1  fer  pja2  rps6kb1a  rps12  nek1  rpsa  anapc4  PPIF  camk4  ntrk2b  NEK3  ilkap  ptprt  ptpn4b  mgat5  FUT9  pigu"
