"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.18311166724897e-05,37,853,2.89340587211448,"Tissue development "," http://amigo.geneontology.org/amigo/term/GO:0009888"," irx5a  kdm6a  fbxl18  slc39a6  pbx2  lmx1bb  cib2  lats1  megf8  irx2a  polr1c  anln  skib  cryaba  nkd1  lft2  tbx20  aldh1a2  epcam  adgra2  htt  myo9aa  trip4  sap130a  setb  dok7  amotl2a  wdr11  ccdc80  and2  mipb  itga5  cenpf  prox1a  myo5b  slc12a5b  anos1b"
1.18311166724897e-05,52,1499,2.31397347535311,"Animal organ development "," http://amigo.geneontology.org/amigo/term/GO:0048513"," irx5a  kdm6a  fbxl18  slc39a6  top2b  ctps1b  pbx2  plk1  ttc39c  lmx1bb  sez6l2  cib2  shank3a  angptl2b  kctd13  hirip3  lats1  ush2a  nf1b  taok2a  maza  id2a  irx2a  irx1a  polr1c  mapk3  anln  skib  cryaba  nkd1  th  lft2  tbx20  aldh1a2  epcam  adgra2  htt  myo9aa  sap130a  setb  dok7  wdr11  sp7  nuf2  and2  mipb  itga5  cenpf  prox1a  myo5b  slc12a5b  anos1b"
0.000125732465466667,42,1189,2.3562648324591,"Anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009653"," kdm6a  palm1a  slc39a6  top2b  pbx2  ttc39c  lmx1bb  shank3a  angptl2b  kctd13  lats1  ush2a  kcnk5b  megf8  id2a  irx2a  irx1a  polr1c  pnpla6  mapk3  skib  cryaba  nkd1  cylda  sall1a  lft2  tbx20  aldh1a2  epcam  adgra2  htt  myo9aa  trip4  sap130a  amotl2a  sp7  ccdc80  mipb  itga5  cenpf  prox1a  myo5b"
0.000125732465466667,20,344,3.87818228930492,"Sensory system development "," http://amigo.geneontology.org/amigo/term/GO:0048880"," top2b  pbx2  plk1  lmx1bb  cib2  ush2a  maza  id2a  irx2a  irx1a  mapk3  aldh1a2  epcam  htt  setb  mipb  itga5  prox1a  slc12a5b  anos1b"
0.000304115529933596,23,473,3.24357064196411,"Animal organ morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009887"," kdm6a  top2b  pbx2  ttc39c  lmx1bb  shank3a  lats1  ush2a  id2a  irx2a  irx1a  polr1c  skib  nkd1  lft2  tbx20  aldh1a2  htt  sp7  mipb  itga5  cenpf  myo5b"
0.000429545449532211,32,841,2.54113277623027,"Nervous system development "," http://amigo.geneontology.org/amigo/term/GO:0007399"," kdm6a  top2b  pbx2  lmx1bb  sez6l2  shank3a  kctd13  hirip3  ush2a  nf1b  taok2a  maza  nlk1  id2a  irx1a  pnpla6  mapk3  plppr1  cylda  sclt1  th  aldh1a2  adgra2  htt  myo9aa  trip4  sap130a  dok7  sptan1  cenpf  prox1a  myo5b"
0.000432736799342225,20,386,3.45620390549454,"Sensory organ development "," http://amigo.geneontology.org/amigo/term/GO:0007423"," top2b  pbx2  plk1  ttc39c  lmx1bb  cib2  ush2a  maza  id2a  irx2a  irx1a  mapk3  aldh1a2  htt  setb  mipb  itga5  prox1a  slc12a5b  anos1b"
0.00293721039837024,15,270,3.70581863200248,"Visual system development "," http://amigo.geneontology.org/amigo/term/GO:0150063"," top2b  pbx2  plk1  lmx1bb  cib2  ush2a  maza  id2a  irx2a  irx1a  mapk3  aldh1a2  mipb  itga5  slc12a5b"
0.00293721039837024,15,270,3.70581863200248,"Eye development "," http://amigo.geneontology.org/amigo/term/GO:0001654"," top2b  pbx2  plk1  lmx1bb  cib2  ush2a  maza  id2a  irx2a  irx1a  mapk3  aldh1a2  mipb  itga5  slc12a5b"
0.00456203275984151,18,389,3.08659443899435,"Central nervous system development "," http://amigo.geneontology.org/amigo/term/GO:0007417"," kdm6a  pbx2  lmx1bb  sez6l2  shank3a  kctd13  hirip3  taok2a  maza  irx1a  mapk3  cylda  th  aldh1a2  htt  sap130a  cenpf  prox1a"
0.00509347991800326,26,715,2.42562674094708,"Embryo development "," http://amigo.geneontology.org/amigo/term/GO:0009790"," irx5a  kdm6a  fbxl18  slc39a6  ctps1b  pbx2  ttc39c  lmx1bb  lats1  megf8  irx1a  polr1c  mapk3  skib  nkd1  sall1a  tbx20  aldh1a2  epcam  htt  trip4  sap130a  amotl2a  ccdc80  itga5  cenpf"
0.00728146222676536,10,140,4.76462395543175,"Eye morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048592"," top2b  pbx2  lmx1bb  ush2a  id2a  irx2a  irx1a  aldh1a2  mipb  itga5"
0.00773755424141977,16,339,3.14830609444458,"Pattern specification process "," http://amigo.geneontology.org/amigo/term/GO:0007389"," ttc39c  lmx1bb  lats1  megf8  pnpla6  skib  nkd1  lft2  tbx20  aldh1a2  amotl2a  ccdc80  gpr161  itga5  cenpf  pacrg"
0.00793310430019247,21,535,2.61831671569521,"Epithelium development "," http://amigo.geneontology.org/amigo/term/GO:0060429"," kdm6a  fbxl18  lmx1bb  lats1  megf8  irx2a  anln  skib  nkd1  tbx20  aldh1a2  epcam  htt  trip4  sap130a  amotl2a  ccdc80  mipb  itga5  cenpf  prox1a"
0.0103124254212429,19,467,2.71389715662708,"Embryonic morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048598"," kdm6a  slc39a6  pbx2  ttc39c  lmx1bb  lats1  megf8  irx1a  polr1c  skib  nkd1  sall1a  tbx20  aldh1a2  epcam  htt  sap130a  itga5  cenpf"
0.0106347732148985,11,182,4.03160488536533,"Sensory organ morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0090596"," top2b  pbx2  ttc39c  lmx1bb  ush2a  id2a  irx2a  irx1a  aldh1a2  mipb  itga5"
0.0132266983849965,33,1102,1.99932449355992,"Cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0030154"," irx5a  slc39a6  top2b  pbx2  lmx1bb  angptl2b  kctd13  ush2a  nf1b  nlk1  id2a  irx2a  irx1a  pnpla6  mapk3  anln  cryaba  sclt1  th  tbx20  aldh1a2  adgra2  htt  myo9aa  trip4  dok7  sptan1  wdr11  sp7  mipb  itga5  prox1a  myo5b"
0.0152509305383395,33,1114,1.97776843433016,"Cellular developmental process "," http://amigo.geneontology.org/amigo/term/GO:0048869"," irx5a  slc39a6  top2b  pbx2  lmx1bb  angptl2b  kctd13  ush2a  nf1b  nlk1  id2a  irx2a  irx1a  pnpla6  mapk3  anln  cryaba  sclt1  th  tbx20  aldh1a2  adgra2  htt  myo9aa  trip4  dok7  sptan1  wdr11  sp7  mipb  itga5  prox1a  myo5b"
0.0168455540854873,12,229,3.49544464852635,"Camera-type eye development "," http://amigo.geneontology.org/amigo/term/GO:0043010"," top2b  pbx2  plk1  lmx1bb  cib2  id2a  irx2a  irx1a  aldh1a2  mipb  itga5  slc12a5b"
0.0168455540854873,7,80,5.8366643454039,"Lateral line development "," http://amigo.geneontology.org/amigo/term/GO:0048882"," cib2  epcam  htt  setb  prox1a  slc12a5b  anos1b"
0.0203655993741968,6,60,6.67047353760446,"Neuromast development "," http://amigo.geneontology.org/amigo/term/GO:0048884"," cib2  htt  setb  prox1a  slc12a5b  anos1b"
0.0203655993741968,12,238,3.36326396854006,"Protein serine/threonine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004674"," camk2g2  prkcba  DAPK2  lats1  pak2b  nlk1  mastl  cdc42bpaa  mapk3  pkn3  grk4  SLK"
0.0203655993741968,34,1198,1.89787531613851,"Phosphate-containing compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006796"," camk2g2  ALDOA  prkcba  ctps1b  ern2  plk1  ptprub  DAPK2  pigx  zgc:77752  lats1  taok2a  nt5c1bb  pak2b  nlk1  mastl  myo3a  cdc42bpaa  pnpla6  mapk3  LYN  ankk1  sik2b  plppr1  pkn3  adcy7  grk4  inpp5d  dok7  pkdcca  zgc:153981  si:ch211-223p8.8  SLK  mapkapk2b"
0.020738848993787,34,1202,1.89154378881194,"Phosphorus metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006793"," camk2g2  ALDOA  prkcba  ctps1b  ern2  plk1  ptprub  DAPK2  pigx  zgc:77752  lats1  taok2a  nt5c1bb  pak2b  nlk1  mastl  myo3a  cdc42bpaa  pnpla6  mapk3  LYN  ankk1  sik2b  plppr1  pkn3  adcy7  grk4  inpp5d  dok7  pkdcca  zgc:153981  si:ch211-223p8.8  SLK  mapkapk2b"
0.0216632145886747,19,518,2.45143128074438,"Neurogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022008"," top2b  lmx1bb  kctd13  ush2a  nf1b  nlk1  id2a  irx1a  pnpla6  mapk3  sclt1  th  aldh1a2  htt  myo9aa  trip4  sptan1  prox1a  myo5b"
0.0216632145886747,23,691,2.22349117920149,"Cell development "," http://amigo.geneontology.org/amigo/term/GO:0048468"," top2b  pbx2  lmx1bb  kctd13  ush2a  nlk1  irx1a  pnpla6  mapk3  anln  cryaba  sclt1  aldh1a2  htt  myo9aa  trip4  dok7  sptan1  wdr11  mipb  itga5  prox1a  myo5b"
0.02251653847858,7,88,5.30605849582173,"Lateral line system development "," http://amigo.geneontology.org/amigo/term/GO:0048925"," cib2  epcam  htt  setb  prox1a  slc12a5b  anos1b"
0.0230928679975464,17,442,2.57138435689968,"Locomotion "," http://amigo.geneontology.org/amigo/term/GO:0040011"," kdm6a  slc39a6  top2b  fscn1b  megf8  nsmaf  inpp5d  epcam  trip4  sap130a  dok7  amotl2a  wdr11  ackr4a  itga5  prox1a  anos1b"
0.0230928679975464,8,117,4.56100754707997,"Camera-type eye morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048593"," top2b  pbx2  lmx1bb  irx2a  irx1a  aldh1a2  mipb  itga5"
0.0241140162870063,13,287,3.02146884978599,"Brain development "," http://amigo.geneontology.org/amigo/term/GO:0007420"," kdm6a  pbx2  lmx1bb  sez6l2  shank3a  kctd13  hirip3  taok2a  maza  mapk3  aldh1a2  cenpf  prox1a"
0.0255536751171069,7,94,4.96737391098204,"Positive regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0009967"," angptl2b  nlk1  sall1a  tmem198b  grk4  adgra2  htt"
0.0255536751171069,3,11,18.1922005571031,"Specification of animal organ identity "," http://amigo.geneontology.org/amigo/term/GO:0010092"," lats1  lft2  aldh1a2"
0.0255536751171069,7,97,4.81374379002384,"Positive regulation of cell communication "," http://amigo.geneontology.org/amigo/term/GO:0010647"," angptl2b  nlk1  sall1a  tmem198b  grk4  adgra2  htt"
0.0255536751171069,23,723,2.12494309369671,"Phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0016310"," camk2g2  ALDOA  prkcba  ern2  plk1  DAPK2  lats1  taok2a  pak2b  nlk1  mastl  myo3a  cdc42bpaa  mapk3  LYN  ankk1  sik2b  pkn3  grk4  dok7  pkdcca  SLK  mapkapk2b"
0.0255536751171069,2,3,44.4698235840297,"Neural plate morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0001839"," nkd1  htt"
0.0255536751171069,6,70,5.71754874651811,"Central nervous system neuron differentiation "," http://amigo.geneontology.org/amigo/term/GO:0021953"," kctd13  irx1a  mapk3  th  htt  prox1a"
0.0255536751171069,7,97,4.81374379002384,"Positive regulation of signaling "," http://amigo.geneontology.org/amigo/term/GO:0023056"," angptl2b  nlk1  sall1a  tmem198b  grk4  adgra2  htt"
0.0255536751171069,3,12,16.6761838440111,"Thigmotaxis "," http://amigo.geneontology.org/amigo/term/GO:0001966"," trip4  sap130a  dok7"
0.0255536751171069,4,26,10.2622669809299,"Epithelial cell differentiation involved in kidney development "," http://amigo.geneontology.org/amigo/term/GO:0035850"," lmx1bb  irx2a  anln  aldh1a2"
0.0255536751171069,13,298,2.90993812043147,"Head development "," http://amigo.geneontology.org/amigo/term/GO:0060322"," kdm6a  pbx2  lmx1bb  sez6l2  shank3a  kctd13  hirip3  taok2a  maza  mapk3  aldh1a2  cenpf  prox1a"
0.0255536751171069,4,26,10.2622669809299,"Cell differentiation involved in kidney development "," http://amigo.geneontology.org/amigo/term/GO:0061005"," lmx1bb  irx2a  anln  aldh1a2"
0.0255536751171069,22,672,2.18704050413261,"Protein phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006468"," camk2g2  prkcba  ern2  plk1  DAPK2  lats1  taok2a  pak2b  nlk1  mastl  myo3a  cdc42bpaa  mapk3  LYN  ankk1  sik2b  pkn3  grk4  dok7  pkdcca  SLK  mapkapk2b"
0.0255536751171069,6,70,5.71754874651811,"Inorganic anion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0015103"," ankha  slc4a2b  aqp9b  slc4a7  vdac2  slc12a5b"
0.0255536751171069,2,3,44.4698235840297,"Endodeoxyribonuclease activity, producing 3 -phosphomonoesters "," http://amigo.geneontology.org/amigo/term/GO:0016889"," dnase2  spo11"
0.0283552083417992,12,267,2.99796563487841,"Embryonic organ morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048562"," kdm6a  ttc39c  lmx1bb  irx1a  polr1c  skib  nkd1  tbx20  aldh1a2  htt  itga5  cenpf"
0.0344225654961407,4,30,8.89396471680594,"Central nervous system neuron development "," http://amigo.geneontology.org/amigo/term/GO:0021954"," kctd13  mapk3  htt  prox1a"
0.0344225654961407,17,478,2.37234414517313,"Anatomical structure formation involved in morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048646"," top2b  lmx1bb  angptl2b  lats1  cryaba  nkd1  lft2  tbx20  aldh1a2  adgra2  htt  sap130a  amotl2a  sp7  ccdc80  itga5  prox1a"
0.0344225654961407,17,479,2.37234414517313,"Generation of neurons "," http://amigo.geneontology.org/amigo/term/GO:0048699"," top2b  lmx1bb  kctd13  ush2a  nlk1  id2a  irx1a  pnpla6  mapk3  sclt1  th  htt  myo9aa  trip4  sptan1  prox1a  myo5b"
0.0344225654961407,14,355,2.63060928243556,"Tissue morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048729"," kdm6a  lmx1bb  lats1  megf8  skib  nkd1  tbx20  aldh1a2  epcam  htt  sap130a  amotl2a  cenpf  myo5b"
0.0344225654961407,21,658,2.13211482937129,"Protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004672"," camk2g2  prkcba  ern2  plk1  DAPK2  lats1  taok2a  pak2b  nlk1  mastl  myo3a  cdc42bpaa  mapk3  LYN  ankk1  sik2b  pkn3  grk4  pkdcca  SLK  mapkapk2b"
