"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0171306640534134,4,18,17.5051169590643,"Cartilage morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0060536"," plcb3  fat3a  wnt5b  rerea"
0.0249905164403069,10,201,3.91905603561142,"Developmental growth "," http://amigo.geneontology.org/amigo/term/GO:0048589"," npr1a  ascl1a  akap12b  tbx5a  robo2  gata3  DPYSL2  slit3  myo5b  wnt5b"
0.0256964539236377,10,203,3.880444646098,"Muscle structure development "," http://amigo.geneontology.org/amigo/term/GO:0061061"," scube3  rbm24b  akap12b  tbx5a  atp1a2a  taf3  smyd3  myo5b  pgm5  wnt5b"
0.00629613659120629,16,355,3.55033358042995,"Tissue morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048729"," prnpb  rbm24b  plcb3  akap12b  arf6a  tbx5a  lmx1bb  atp1a2a  robo1  fat3a  gata3  etv2  ror2  myo5b  wnt5b  rerea"
0.00629613659120629,19,473,3.16424418604651,"Animal organ morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009887"," rbm24b  meis2a  plcb3  ascl1a  akap12b  vgll4l  tbx5a  lmx1bb  mixl1  atp1a2a  robo1  fat3a  gata3  etv2  smyd3  emilin3a  myo5b  wnt5b  rerea"
0.020704159305705,15,389,3.03752029495332,"Central nervous system development "," http://amigo.geneontology.org/amigo/term/GO:0007417"," prnpb  rel  ascl1a  tcf7l2  actr10  lmx1bb  bcl11aa  robo2  gata3  DPYSL2  slit3  snx14  irf8  znhit3  wnt5b"
0.0249905164403069,14,364,3.02973178137652,"Tube morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0035239"," rbm24b  tbx5a  lmx1bb  angptl2b  atp1a2a  dlk2  gata3  myo6a  fli1b  etv2  syk  myo5b  wnk1b  wnt5b"
0.0162085783110779,18,478,2.96634827130588,"Anatomical structure formation involved in morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048646"," rbm24b  ascl1a  actr10  tbx5a  lmx1bb  mixl1  angptl2b  dlk2  robo1  gata3  dyrk1b  fli1b  etv2  syk  foxd5  pgm5  wnk1b  wnt5b"
0.0171306640534134,17,465,2.8798740803622,"Tube development "," http://amigo.geneontology.org/amigo/term/GO:0035295"," rbm24b  ascl1a  arf6a  tbx5a  lmx1bb  mixl1  angptl2b  atp1a2a  dlk2  gata3  myo6a  fli1b  etv2  syk  myo5b  wnk1b  wnt5b"
0.0249905164403069,19,586,2.55407423208191,"Circulatory system development "," http://amigo.geneontology.org/amigo/term/GO:0072359"," rbm24b  npr1a  tbx5a  mixl1  angptl2b  atp1a2a  dlk2  nup37  coa6  robo1  kdm6ba  myo6a  fli1b  etv2  smyd3  syk  myo5b  wnk1b  wnt5b"
0.000307683426790877,38,1189,2.51755677039529,"Anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009653"," prnpb  rbm24b  meis2a  plcb3  npr1a  ascl1a  akap12b  vgll4l  arf6a  actr10  tbx5a  lmx1bb  mixl1  angptl2b  atp1a2a  dlk2  robo2  robo1  fat3a  gata3  DPYSL2  slit3  kdm6ba  dyrk1b  myo6a  fli1b  etv2  smyd3  emilin3a  syk  ror2  tbcc  myo5b  foxd5  pgm5  wnk1b  wnt5b  rerea"
0.0171306640534134,25,853,2.30870534337015,"Tissue development "," http://amigo.geneontology.org/amigo/term/GO:0009888"," scube3  prnpb  rbm24b  plcb3  npr1a  ascl1a  akap12b  arf6a  tbx5a  lmx1bb  mixl1  atp1a2a  robo1  fat3a  gata3  dyrk1b  etv2  setb  ror2  myo5b  foxd5  pgm5  wnk1b  wnt5b  rerea"
0.0249905164403069,23,802,2.25907681454259,"Transcription regulator activity "," http://amigo.geneontology.org/amigo/term/GO:0140110"," ebf2  rel  ascl1a  UNCX  tbx5a  lmx1bb  mixl1  ncoa4  creb3l2  MAF  creb5b  jazf1b  hoxa13b  hoxa11b  gata3  fli1b  etv2  tfb2m  irf8  vsx2  nfil3  NR2F1  foxd5"
0.00270175780864645,41,1499,2.15456576314034,"Animal organ development "," http://amigo.geneontology.org/amigo/term/GO:0048513"," scube3  rbm24b  CDIN1  meis2a  plcb3  rel  npr1a  ascl1a  akap12b  vgll4l  tcf7l2  arf6a  tbx5a  lmx1bb  mixl1  angptl2b  atp1a2a  ncoa4  bcl11aa  nup37  pomcb  coa6  robo1  fat3a  gata3  taf3  DPYSL2  kdm6ba  etv2  snx14  smyd3  irf8  ppdpfa  setb  emilin3a  dnase1l1l  znhit3  myo5b  wnk1b  wnt5b  rerea"
0.0171306640534134,32,1210,2.08497670976449,"Reg. of nucleobase-containing compound metabolic proc. "," http://amigo.geneontology.org/amigo/term/GO:0019219"," ebf2  tfec  meis2a  rel  recql5  ascl1a  UNCX  vgll4l  cipcb  tbx5a  lmx1bb  parpbp  creb3l2  fubp3  MAF  creb5b  jazf1b  hoxa13b  hoxa11b  gata3  fli1b  etv2  tfb2m  irf8  vsx2  nfil3  prkcbp1l  NR2F1  fam172a  slf1  foxd5  rerea"
0.0171306640534134,34,1339,2.00170619935489,"Reg. of nitrogen compound metabolic proc. "," http://amigo.geneontology.org/amigo/term/GO:0051171"," ebf2  prkar1b  prnpb  tfec  meis2a  rel  recql5  ascl1a  UNCX  vgll4l  cipcb  tbx5a  lmx1bb  parpbp  creb3l2  fubp3  MAF  creb5b  jazf1b  hoxa13b  hoxa11b  gata3  fli1b  etv2  tfb2m  irf8  vsx2  nfil3  prkcbp1l  NR2F1  fam172a  slf1  foxd5  rerea"
0.0249905164403069,35,1462,1.88839446647441,"Aromatic compound biosynthetic proc. "," http://amigo.geneontology.org/amigo/term/GO:0019438"," ebf2  tfec  meis2a  rel  npr1a  ascl1a  UNCX  vgll4l  cipcb  th2  tbx5a  lmx1bb  lin9  si:dkey-206f10.1  creb3l2  fubp3  MAF  creb5b  jazf1b  hoxa13b  hoxa11b  gata3  atp5f1c  ppox  fli1b  etv2  tfb2m  irf8  lin52  vsx2  nfil3  prkcbp1l  NR2F1  foxd5  rerea"
0.0249905164403069,35,1471,1.87682499731289,"Heterocycle biosynthetic proc. "," http://amigo.geneontology.org/amigo/term/GO:0018130"," ebf2  tfec  meis2a  rel  npr1a  ascl1a  UNCX  vgll4l  cipcb  th2  tbx5a  lmx1bb  lin9  si:dkey-206f10.1  creb3l2  fubp3  MAF  creb5b  jazf1b  hoxa13b  hoxa11b  gata3  atp5f1c  ppox  fli1b  etv2  tfb2m  irf8  lin52  vsx2  nfil3  prkcbp1l  NR2F1  foxd5  rerea"
