"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.044065516199262,34,1499,2.11346604610596,"Animal organ development "," http://amigo.geneontology.org/amigo/term/GO:0048513"," irx5a  zdhhc15b  fgf16  slc39a6  myct1a  akap12b  top2b  nup62l  pls3  clocka  cib2  atp1a2a  atg5  shox2  snx7  anln  POU3F4  magi2a  slc26a2  ep300b  smyd3  myh10  lhcgr  piezo1  slc25a38b  sox6  prickle1b  mgat5  wnk1b  adamts9  wnt5b  prickle2b  cnnm2a  fgf8a"
0.0477321518917204,3,8,34.9421206225681,"Midbrain-hindbrain boundary morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0021555"," myh10  wnt5b  fgf8a"
0.074344802556731,8,142,5.24952046911821,"Positive regulation of response to stimulus "," http://amigo.geneontology.org/amigo/term/GO:0048584"," akap12b  nup62l  C3  il6st  slf1  wnt5b  fgf8a"
0.134894046186066,5,60,7.76491569390402,"Neuromast development "," http://amigo.geneontology.org/amigo/term/GO:0048884"," cib2  slc26a2  mgat5  wnk1b  wnt5b"
0.134894046186066,3,17,16.4433508812085,"Phosphatidate phosphatase activity "," http://amigo.geneontology.org/amigo/term/GO:0008195"," plppr4b  plppr5b  plppr2b"
0.134894046186066,2,4,46.5894941634241,"ATP-activated inward rectifier potassium channel activity "," http://amigo.geneontology.org/amigo/term/GO:0015272"," abcc9  kcnj8"
0.134894046186066,10,271,3.43833905265123,"Cell morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0000902"," akap12b  top2b  pls3  PALMD  plppr4b  tmem41b  slit3  myh10  tbcc  wnt5b"
0.134894046186066,7,137,4.7609702064813,"Glycoprotein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009100"," b3gnt2b  magt1  ngly1  psd3l  pomt2  uggt1  mgat5"
0.144708049908338,20,853,2.18473595139152,"Tissue development "," http://amigo.geneontology.org/amigo/term/GO:0009888"," irx5a  diaph2  slc39a6  akap12b  nup62l  pls3  clocka  cib2  atp1a2a  megf8  anln  slc26a2  ep300b  myh10  sox6  prickle1b  mgat5  wnk1b  wnt5b  fgf8a"
0.144708049908338,3,24,11.647373540856,"Midbrain-hindbrain boundary development "," http://amigo.geneontology.org/amigo/term/GO:0030917"," myh10  wnt5b  fgf8a"
0.144708049908338,33,1792,1.71974642885123,"Cellular macromolecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0034645"," ebf2  irx5a  mycla  zdhhc15b    myrf  b3gnt2b  ccnt2b  gtf2h5  clocka  eif3f  AGBL4  shox2  magt1  rps27l  psd3l  POU3F4  ep300b  tfb2m  pomt2  lin52  tbxtb  vsx2  supt4h1  NR2F1  cbfa2t3  slc25a38b  rpsa  uggt1  sox6  mgat5  pcgf6"
0.144708049908338,6,121,4.62044570215776,"Macromolecule glycosylation "," http://amigo.geneontology.org/amigo/term/GO:0043413"," b3gnt2b  magt1  psd3l  pomt2  uggt1  mgat5"
0.144708049908338,5,80,5.82368677042802,"Lateral line development "," http://amigo.geneontology.org/amigo/term/GO:0048882"," cib2  slc26a2  mgat5  wnk1b  wnt5b"
0.144708049908338,6,122,4.58257319640237,"Glycosylation "," http://amigo.geneontology.org/amigo/term/GO:0070085"," b3gnt2b  magt1  psd3l  pomt2  uggt1  mgat5"
0.144708049908338,25,1200,1.94284796344554,"Cytoplasm "," http://amigo.geneontology.org/amigo/term/GO:0005737"," zdhhc15b    hadhab  akap12b  jagn1a  clocka  eif3f  atg5  magt1  dpyda.3  si:ch211-274f20.2  ngly1  arhgef37  ldha  tfb2m  tnni1c  b4galnt3b  syt1b  aprt  slc25a38b  sptbn1  pmpcb  inaa  fgf8a"
0.144708049908338,2,6,31.0596627756161,"PcG protein complex "," http://amigo.geneontology.org/amigo/term/GO:0031519","   pcgf6"
0.144708049908338,2,5,37.2715953307393,"PRC1 complex "," http://amigo.geneontology.org/amigo/term/GO:0035102","   pcgf6"
0.144708049908338,6,121,4.62044570215776,"Protein glycosylation "," http://amigo.geneontology.org/amigo/term/GO:0006486"," b3gnt2b  magt1  psd3l  pomt2  uggt1  mgat5"
0.144708049908338,2,6,31.0596627756161,"Aldehyde-lyase activity "," http://amigo.geneontology.org/amigo/term/GO:0016832"," aldob  cyp17a1"
0.144708049908338,19,841,2.10761997405966,"Nervous system development "," http://amigo.geneontology.org/amigo/term/GO:0007399"," zdhhc15b  fgf16  top2b  pls3  atg5  plppr4b  tmem41b  POU3F4  slc26a2  slit3  il6st  myh10  rapsn  prickle1b  mgat5  wnt5b  inaa  cnnm2a  fgf8a"
0.144708049908338,33,1798,1.71399476855406,"Macromolecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0009059"," ebf2  irx5a  mycla  zdhhc15b    myrf  b3gnt2b  ccnt2b  gtf2h5  clocka  eif3f  AGBL4  shox2  magt1  rps27l  psd3l  POU3F4  ep300b  tfb2m  pomt2  lin52  tbxtb  vsx2  supt4h1  NR2F1  cbfa2t3  slc25a38b  rpsa  uggt1  sox6  mgat5  pcgf6"
0.171635636240128,5,88,5.29426070038911,"Lateral line system development "," http://amigo.geneontology.org/amigo/term/GO:0048925"," cib2  slc26a2  mgat5  wnk1b  wnt5b"
0.185303152454438,3,27,10.3532209252054,"Rostrocaudal neural tube patterning "," http://amigo.geneontology.org/amigo/term/GO:0021903"," myh10  wnt5b  fgf8a"
0.185303152454438,6,132,4.23540856031128,"Glycoprotein biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0009101"," b3gnt2b  magt1  psd3l  pomt2  uggt1  mgat5"
0.199728370181113,3,29,9.6392056889843,"Neural tube patterning "," http://amigo.geneontology.org/amigo/term/GO:0021532"," myh10  wnt5b  fgf8a"
